"FundCode","FundName","ProductName","ClassName","Vintage","Manager","OneWeek","OneMonth","ThreeMonth","SixMonth","NineMonth","OneYear","TwoYear","ThreeYear","FiveYear","YTD","NetAssets","FundAssets","InceptionDate","MajorType","MinorType","BM","Flow1YAssetsCurrent","Flow1YAssetsCompare","Flow1YAssetsChange","Flow1YCashFlow","Flow1YShareCurrent","Flow1YShareCompare","Flow1YShareChange","Flow3YAssetsCurrent","Flow3YAssetsCompare","Flow3YAssetsChange","Flow3YCashFlow","Flow3YShareCurrent","Flow3YShareCompare","Flow3YShareChange","Risk1YMeanReturn","Risk1YStdDev","Risk1YAlpha","Risk1YBeta","Risk1YRSquare","Risk1YSharpe","Risk1YTreynor","Risk1YResidualRisk","Risk1YIR","Risk1YDownsideDev","Risk1YUpsideDev","Risk1YRiskNetAssets","Risk1YModifiedSharpe","Risk3YMeanReturn","Risk3YStdDev","Risk3YAlpha","Risk3YBeta","Risk3YRSquare","Risk3YSharpe","Risk3YTreynor","Risk3YResidualRisk","Risk3YIR","Risk3YDownsideDev","Risk3YUpsideDev","Risk3YRiskNetAssets","Risk3YModifiedSharpe","AllocationEquity","AllocationBond","AllocationFuturesLong","AllocationFuturesShort","AllocationOptionsLong","AllocationOptionsShort","AllocationFundSecurities","AllocationLiquidity","AllocationNetAssets","AllocationFundAssets","AllocationETF","AllocationEquityPct","AllocationBondPct","AllocationFuturesLongPct","AllocationFuturesShortPct","AllocationFundSecuritiesPct","AllocationLiquidityPct","AllocationETFPct"
"K55206E56618","키움키워드림적격TDF2055 1[주혼-재간접]ClassC-Pe","키움키워드림적격TDF2055 1[주혼-재간접]","ClassC-Pe","2055","키움투자운용","1.7","11.1","18.13","20.13","27.9","35.64","44.11","","","19.68","1.26","0.88","2024-03-29","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1.26","1.3","-0.03","-0.44","0","0","0","1.26","0","1.26","0.84","0","0","0","0.59","11.18","6","1.97","0.82","2.48","14.07","6.9","2.42","5.56","8.27","1.26","2.48","","","","","","","","","","","","","","0","0","0","0.01","0","0","0.56","0.04","1.26","0.88","0.86","0","0","0","0.793651","44.444444","3.174603","68.253968"
"K55207CP5447","교보악사평생든든적격TDF2025자(채혼-재간접)ClassC","교보악사평생든든적격TDF2025자(채혼-재간접)","ClassC","2025","교보악사운용","1.09","5.12","9.5","11.41","16.24","20.53","26.12","39","26.03","11.22","0.57","0.44","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.57","0.41","0.16","0.07","0","0","0","0.57","0.3","0.27","0.12","0","0","0","0.35","6.44","3.5","1.09","0.65","2.43","14.34","3.82","1.18","4.01","3.84","0.57","2.43","0.21","6.63","1.22","0.83","0.51","1.15","9.22","4.73","-0.02","4.87","4.62","0.57","1.15","0","0","0","0","0","0","0.52","0.05","0.57","0.44","0","0","0","0","0","91.22807","8.77193","0"
"K55207CP5454","교보악사평생든든적격TDF2025자(채혼-재간접)ClassCe","교보악사평생든든적격TDF2025자(채혼-재간접)","ClassCe","2025","교보악사운용","1.1","5.14","9.57","11.55","16.47","20.85","26.79","40.12","","11.34","0.65","0.49","2022-05-24","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.65","0.88","-0.23","-0.36","0","0","0","0.65","0.37","0.28","0.08","0","0","0","0.36","6.44","3.77","1.09","0.65","2.47","14.59","3.82","1.25","3.98","3.87","0.68","2.47","0.21","6.63","1.48","0.83","0.51","1.19","9.55","4.73","0.03","4.84","4.65","0.68","1.19","0","0","0","0","0","0","0.6","0.05","0.65","0.49","0","0","0","0","0","92.307692","7.692308","0"
"K55207CP5488","교보악사평생든든적격TDF2025자(채혼-재간접)ClassC-P(연금)","교보악사평생든든적격TDF2025자(채혼-재간접)","ClassC-P(연금)","2025","교보악사운용","1.1","5.13","9.53","11.49","16.37","20.71","26.49","39.62","26.96","11.28","0.58","0.45","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.58","1.5","-0.92","-1.04","0","0","0","0.58","1.54","-0.95","-1.25","0","0","0","0.35","6.44","3.65","1.09","0.65","2.45","14.48","3.82","1.22","4","3.86","0.58","2.45","0.21","6.63","1.36","0.83","0.51","1.17","9.4","4.73","0.01","4.86","4.64","0.58","1.17","0","0","0","0","0","0","0.53","0.05","0.58","0.45","0","0","0","0","0","91.37931","8.62069","0"
"K55207CP5496","교보악사평생든든적격TDF2025자(채혼-재간접)ClassC-Pe(연금)","교보악사평생든든적격TDF2025자(채혼-재간접)","ClassC-Pe(연금)","2025","교보악사운용","1.1","5.15","9.59","11.6","16.54","20.94","26.99","40.44","28.22","11.37","2.79","2.14","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","2.79","3.44","-0.65","-1.28","0","0","0","2.79","8.83","-6.04","-7.8","0","0.01","-0.01","0.36","6.44","3.85","1.09","0.65","2.48","14.66","3.82","1.27","3.97","3.88","2.78","2.48","0.21","6.63","1.56","0.83","0.51","1.2","9.64","4.73","0.05","4.83","4.66","2.78","1.2","0","0","0","0","0","0","2.56","0.23","2.79","2.14","0","0","0","0","0","91.756272","8.243728","0"
"K55207CP5504","교보악사평생든든적격TDF2025자(채혼-재간접)ClassC-R(퇴직연금)","교보악사평생든든적격TDF2025자(채혼-재간접)","ClassC-R(퇴직연금)","2025","교보악사운용","1.1","5.14","9.54","11.51","16.4","20.75","26.59","39.77","27.2","11.3","12.17","9.36","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","12.17","11.08","1.08","-1.07","0","0.01","0","12.17","13.84","-1.67","-5.37","0","0.01","-0.01","0.36","6.44","3.69","1.09","0.65","2.46","14.51","3.82","1.23","3.99","3.86","12.08","2.46","0.21","6.63","1.4","0.83","0.51","1.18","9.45","4.73","0.01","4.85","4.64","12.08","1.18","0","0","0","0","0","0","11.16","1.01","12.17","9.36","0","0","0","0","0","91.700904","8.299096","0"
"K55207CP5512","교보악사평생든든적격TDF2025자(채혼-재간접)ClassC-Re(퇴직연금)","교보악사평생든든적격TDF2025자(채혼-재간접)","ClassC-Re(퇴직연금)","2025","교보악사운용","1.1","5.15","9.59","11.61","16.55","20.97","27.04","40.52","28.34","11.38","80.52","61.78","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","80.52","65.7","14.81","1.36","0.02","0.04","-0.01","80.52","70.86","9.65","-14.16","0.02","0.06","-0.04","0.36","6.44","3.86","1.09","0.65","2.49","14.68","3.82","1.27","3.97","3.89","79.75","2.49","0.22","6.63","1.58","0.83","0.51","1.21","9.66","4.73","0.05","4.83","4.66","79.75","1.21","0","0","0","0","0","0","73.82","6.7","80.52","61.78","0","0","0","0","0","91.679086","8.320914","0"
"K55207CP5546","교보악사평생든든적격TDF2025자(채혼-재간접)ClassS","교보악사평생든든적격TDF2025자(채혼-재간접)","ClassS","2025","교보악사운용","0.77","4.38","8.73","10.57","15.47","20.81","26.57","40.14","","10.57","","","2019-10-04","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.35","7.37","1.99","1.21","0.61","2.1","12.77","4.68","0.93","5.01","4.6","0","2.1","0.21","7.6","0.89","0.89","0.45","1.03","8.76","5.65","0.01","5.92","5.43","0","1.03","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"K55207CP5553","교보악사평생든든적격TDF2025자(채혼-재간접)ClassS-P","교보악사평생든든적격TDF2025자(채혼-재간접)","ClassS-P","2025","교보악사운용","1.11","5.19","9.7","11.9","16.89","21.35","27.6","41.33","","11.66","","","2019-10-04","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0","0.07","-0.07","-0.08","0","0","0","0","0.03","-0.03","-0.05","0","0","0","0.37","6.41","4.22","1.09","0.65","2.54","15.01","3.8","1.37","3.89","3.92","0","2.54","0.22","6.62","1.77","0.83","0.51","1.24","9.9","4.72","0.09","4.8","4.68","0","1.24","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"K55207CP5595","교보악사평생든든적격TDF2030자(주혼-재간접)ClassC","교보악사평생든든적격TDF2030자(주혼-재간접)","ClassC","2030","교보악사운용","1.91","9.23","17.57","20.91","28.27","34.15","41.1","59.87","45.87","20.53","0.97","0.62","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.97","1.5","-0.53","-0.88","0","0","0","0.97","0","0.97","0.6","0","0","0","0.55","9.64","7.35","1.67","0.68","2.69","15.54","6.31","2.34","6.64","6.75","0.98","2.69","0.29","8.91","3.14","1.16","0.55","1.36","10.47","6.01","0.73","5.88","6.21","0.98","1.36","0","0","0","0","0","0","0.92","0.04","0.97","0.62","0","0","0","0","0","94.845361","4.123711","0"
"K55207CP5645","교보악사평생든든적격TDF2030자(주혼-재간접)ClassC-Pe(연금)","교보악사평생든든적격TDF2030자(주혼-재간접)","ClassC-Pe(연금)","2030","교보악사운용","1.91","9.26","17.67","21.11","28.6","34.6","42.16","61.25","47.6","20.7","5.32","3.41","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","5.32","2.71","2.6","1.5","0","0","0","5.32","0.19","5.13","3.85","0","0","0","0.56","9.64","7.69","1.67","0.68","2.72","15.74","6.31","2.4","6.6","6.78","5.18","2.72","0.3","8.91","3.43","1.16","0.55","1.39","10.72","6.01","0.77","5.85","6.24","5.18","1.39","0","0","0","0","0","0","5.01","0.22","5.32","3.41","0","0","0","0","0","94.172932","4.135338","0"
"K55207CP5652","교보악사평생든든적격TDF2030자(주혼-재간접)ClassC-R(퇴직연금)","교보악사평생든든적격TDF2030자(주혼-재간접)","ClassC-R(퇴직연금)","2030","교보악사운용","1.91","9.25","17.63","21.02","28.45","34.39","41.67","60.36","46.16","20.62","22.63","14.6","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","22.63","12.49","10.14","4.79","0.01","0.01","0","22.63","13.21","9.42","2.06","0.01","0.01","-0.01","0.55","9.64","7.54","1.67","0.68","2.71","15.65","6.31","2.37","6.61","6.77","22.25","2.71","0.3","8.91","3.24","1.16","0.55","1.37","10.56","6.02","0.74","5.83","6.26","22.25","1.37","0","0","0","0","0","0","21.34","0.96","22.63","14.6","0","0","0","0","0","94.299602","4.242156","0"
"K55207CP5678","교보악사평생든든적격TDF2030자(주혼-재간접)ClassC-Re(퇴직연금)","교보악사평생든든적격TDF2030자(주혼-재간접)","ClassC-Re(퇴직연금)","2030","교보악사운용","1.91","9.26","17.68","21.12","28.61","34.63","42.21","61.34","47.72","20.7","369.44","237.06","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","369.44","121.8","247.64","179.72","0.11","0.07","0.04","369.44","19.23","350.21","271.49","0.11","0.02","0.09","0.56","9.64","7.71","1.67","0.68","2.73","15.75","6.31","2.4","6.59","6.79","349.67","2.73","0.3","8.91","3.45","1.16","0.55","1.39","10.74","6.01","0.78","5.85","6.24","349.67","1.39","0","0","0","0","0","0","348.29","15.61","369.44","237.06","0","0","0","0","0","94.275119","4.225314","0"
"K55207CP5728","교보악사평생든든적격TDF2030자(주혼-재간접)ClassS","교보악사평생든든적격TDF2030자(주혼-재간접)","ClassS","2030","교보악사운용","1.92","9.27","17.71","21.19","28.73","34.83","43.06","63.06","50.8","20.77","0.02","0.01","2019-11-04","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.02","0","0.02","0.02","0","0","0","0.02","0","0.02","0.02","0","0","0","0.56","9.64","7.86","1.67","0.68","2.74","15.84","6.31","2.43","6.58","6.8","0.02","2.74","0.31","8.91","3.8","1.16","0.55","1.43","11.05","6.01","0.84","5.9","6.2","0.02","1.43","0","0","0","0","0","0","0.02","0","0.02","0.01","0","0","0","0","0","100","0","0"
"K55207CP5736","교보악사평생든든적격TDF2030자(주혼-재간접)ClassS-P","교보악사평생든든적격TDF2030자(주혼-재간접)","ClassS-P","2030","교보악사운용","1.92","9.27","17.71","21.19","28.74","34.81","42.68","62.08","48.76","20.76","0.18","0.12","2019-10-04","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.18","0.01","0.17","0.14","0","0","0","0.18","0.03","0.14","0.11","0","0","0","0.56","9.64","7.85","1.67","0.68","2.74","15.84","6.31","2.42","6.58","6.8","0.17","2.74","0.3","8.91","3.6","1.16","0.55","1.41","10.87","6.01","0.8","5.88","6.22","0.17","1.41","0","0","0","0","0","0","0.17","0.01","0.18","0.12","0","0","0","0","0","94.444444","5.555556","0"
"K55207CP5827","교보악사평생든든적격TDF2035자(주혼-재간접)ClassC","교보악사평생든든적격TDF2035자(주혼-재간접)","ClassC","2035","교보악사운용","2.12","10.3","19.78","23.67","32.26","38.83","46.35","67.27","50.3","23.21","0.31","0.19","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.31","0.2","0.11","0.04","0","0","0","0.31","0","0.31","0.23","0","0","0","0.61","10.74","8.41","1.88","0.69","2.73","15.62","7.27","2.5","8.13","7.64","0.3","2.73","0.32","9.89","3.53","1.3","0.56","1.37","10.48","6.74","0.86","6.68","6.91","0.3","1.37","0","0","0","0","0","0","0.3","0.01","0.31","0.19","0","0","0","0","0","96.774194","3.225806","0"
"K55207CP5835","교보악사평생든든적격TDF2035자(주혼-재간접)ClassCe","교보악사평생든든적격TDF2035자(주혼-재간접)","ClassCe","2035","교보악사운용","2.13","10.33","19.88","23.88","32.59","39.29","47.42","68.9","","23.38","1.64","0.98","2022-05-24","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1.64","1.03","0.61","0.21","0","0","0","1.64","0.03","1.6","1.12","0","0","0","0.62","10.74","8.75","1.87","0.69","2.76","15.8","7.27","2.54","8.09","7.68","1.61","2.76","0.33","9.89","3.85","1.3","0.56","1.41","10.73","6.74","0.91","6.65","6.95","1.61","1.41","0","0","0","0","0","0","1.56","0.07","1.64","0.98","0","0","0","0","0","95.121951","4.268293","0"
"K55207CP5868","교보악사평생든든적격TDF2035자(주혼-재간접)ClassC-P(연금)","교보악사평생든든적격TDF2035자(주혼-재간접)","ClassC-P(연금)","2035","교보악사운용","2.13","10.31","19.84","23.8","32.46","","","","","23.31","0.08","0.06","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.08","0","0.08","0.06","0","0","0","0.08","0","0.08","0.06","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.07","0","0.08","0.06","0","0","0","0","0","87.5","0","0"
"K55207CP5876","교보악사평생든든적격TDF2035자(주혼-재간접)ClassC-Pe(연금)","교보악사평생든든적격TDF2035자(주혼-재간접)","ClassC-Pe(연금)","2035","교보악사운용","2.13","10.33","19.91","23.94","32.68","39.42","47.73","69.48","53.05","23.43","4.43","2.63","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","4.43","2.07","2.35","1.27","0","0","0","4.43","0","4.43","3.14","0","0","0","0.62","10.74","8.85","1.87","0.69","2.77","15.85","7.27","2.56","8.08","7.69","4.36","2.77","0.33","9.89","3.97","1.3","0.56","1.42","10.82","6.74","0.93","6.63","6.96","4.36","1.42","0","0","0","0","0","0","4.23","0.2","4.43","2.63","0","0","0","0","0","95.485327","4.514673","0"
"K55207CP5884","교보악사평생든든적격TDF2035자(주혼-재간접)ClassC-R(퇴직연금)","교보악사평생든든적격TDF2035자(주혼-재간접)","ClassC-R(퇴직연금)","2035","교보악사운용","2.13","10.32","19.85","23.81","32.48","39.14","47.08","68.27","51.06","23.33","14.42","8.63","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","14.42","4.54","9.88","7.15","0","0","0","14.42","2.76","11.66","8.19","0","0","0","0.62","10.74","8.64","1.88","0.69","2.75","15.74","7.27","2.53","8.1","7.67","13.81","2.75","0.33","9.89","3.72","1.3","0.56","1.39","10.63","6.75","0.89","6.66","6.94","13.81","1.39","0","0","0","0","0","0","13.77","0.65","14.42","8.63","0","0","0","0","0","95.492372","4.507628","0"
"K55207CP5892","교보악사평생든든적격TDF2035자(주혼-재간접)ClassC-Re(퇴직연금)","교보악사평생든든적격TDF2035자(주혼-재간접)","ClassC-Re(퇴직연금)","2035","교보악사운용","2.13","10.34","19.91","23.95","32.7","39.45","47.79","69.59","53.16","23.44","258.61","153.8","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","258.61","93.25","165.36","111.46","0.07","0.05","0.02","258.61","13.54","245.08","180.31","0.07","0.01","0.06","0.62","10.74","8.87","1.87","0.69","2.77","15.86","7.27","2.56","8.07","7.69","250.17","2.77","0.33","9.89","3.99","1.3","0.56","1.42","10.84","6.74","0.93","6.63","6.96","250.17","1.42","0","0","0","0","0","0","247","11.62","258.61","153.8","0","0","0","0","0","95.510614","4.493252","0"
"K55207CP5926","교보악사평생든든적격TDF2035자(주혼-재간접)ClassS","교보악사평생든든적격TDF2035자(주혼-재간접)","ClassS","2035","교보악사운용","2.14","10.35","19.95","24.03","32.83","39.63","48.13","70.28","","23.51","0.01","0.01","2020-09-25","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.01","0.01","0","0","0","0","0","0.01","0","0.01","0.01","0","0","0","0.63","10.74","9","1.87","0.69","2.78","15.93","7.27","2.58","8.06","7.7","0.01","2.78","0.33","9.89","4.12","1.3","0.56","1.43","10.94","6.74","0.95","6.61","6.98","0.01","1.43","0","0","0","0","0","0","0.01","0","0.01","0.01","0","0","0","0","0","100","0","0"
"K55207CP5934","교보악사평생든든적격TDF2035자(주혼-재간접)ClassS-P","교보악사평생든든적격TDF2035자(주혼-재간접)","ClassS-P","2035","교보악사운용","2.15","10.38","20.05","24.24","33.2","40.15","49.21","","","23.68","","","2019-10-04","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.63","10.73","9.36","1.87","0.69","2.82","16.13","7.26","2.63","8.01","7.74","0","2.82","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"K55207CP5967","교보악사평생든든적격TDF2040자(주혼-재간접)ClassC","교보악사평생든든적격TDF2040자(주혼-재간접)","ClassC","2040","교보악사운용","2.3","11.23","21.94","26.22","35.82","43.01","50.39","","","25.76","0.47","0.31","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.47","0.19","0.28","0.16","0","0","0","0.47","0","0.47","0.34","0","0","0","0.67","11.71","9.39","2.05","0.69","2.75","15.72","8.17","2.57","9.1","8.64","0.45","2.75","","","","","","","","","","","","","","0","0","0","0","0","0","0.44","0.03","0.47","0.31","0","0","0","0","0","93.617021","6.382979","0"
"K55207CP5975","교보악사평생든든적격TDF2040자(주혼-재간접)ClassCe","교보악사평생든든적격TDF2040자(주혼-재간접)","ClassCe","2040","교보악사운용","2.31","11.26","22.03","26.42","36.15","43.49","51.5","75.13","","25.93","4.39","2.52","2022-05-24","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","4.39","2.85","1.54","0.23","0","0","0","4.39","0.01","4.38","2.83","0","0","0","0.68","11.71","9.73","2.05","0.69","2.78","15.88","8.17","2.62","9.06","8.68","4.29","2.78","0.35","10.84","3.98","1.43","0.57","1.39","10.54","7.5","0.97","7.5","7.66","4.29","1.39","0","0","0","0","0","0","4.14","0.25","4.39","2.52","0","0","0","0","0","94.305239","5.694761","0"
"K55207CP6007","교보악사평생든든적격TDF2040자(주혼-재간접)ClassC-P(연금)","교보악사평생든든적격TDF2040자(주혼-재간접)","ClassC-P(연금)","2040","교보악사운용","2.31","11.26","22.05","26.45","36.3","43.78","52.18","76.22","59.09","25.94","","","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0","0","0","0","0","0","0","0","0.1","-0.1","-0.1","0","0","0","0.68","11.7","9.94","2.05","0.69","2.8","15.99","8.16","2.64","9.04","8.69","0","2.8","0.35","10.83","4.19","1.43","0.57","1.41","10.69","7.5","1","7.48","7.68","0","1.41","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"K55207CP6015","교보악사평생든든적격TDF2040자(주혼-재간접)ClassC-Pe(연금)","교보악사평생든든적격TDF2040자(주혼-재간접)","ClassC-Pe(연금)","2040","교보악사운용","2.31","11.27","22.06","26.48","36.25","43.63","51.82","75.72","59.68","25.98","15.7","8.71","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","15.7","10.42","5.28","0.76","0","0.01","0","15.7","0.18","15.51","10.03","0","0","0","0.68","11.71","9.83","2.05","0.69","2.79","15.93","8.17","2.63","9.05","8.69","15.47","2.79","0.35","10.83","4.09","1.43","0.57","1.4","10.62","7.5","0.99","7.48","7.67","15.47","1.4","0","0","0","0","0","0","14.8","0.89","15.7","8.71","0","0","0","0","0","94.267516","5.66879","0"
"K55207CP6023","교보악사평생든든적격TDF2040자(주혼-재간접)ClassC-R(퇴직연금)","교보악사평생든든적격TDF2040자(주혼-재간접)","ClassC-R(퇴직연금)","2040","교보악사운용","2.31","11.25","22","26.36","36.05","43.34","51.15","74.48","57.68","25.88","9.72","5.43","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","9.72","3.77","5.95","3.6","0","0","0","9.72","2.1","7.62","4.75","0","0","0","0.67","11.71","9.62","2.05","0.69","2.77","15.83","8.17","2.6","9.07","8.67","9.32","2.77","0.35","10.84","3.85","1.43","0.57","1.38","10.45","7.5","0.96","7.51","7.65","9.32","1.38","0","0","0","0","0","0","9.16","0.55","9.72","5.43","0","0","0","0","0","94.238683","5.658436","0"
"K55207CP6031","교보악사평생든든적격TDF2040자(주혼-재간접)ClassC-Re(퇴직연금)","교보악사평생든든적격TDF2040자(주혼-재간접)","ClassC-Re(퇴직연금)","2040","교보악사운용","2.31","11.27","22.07","26.49","36.27","43.66","51.88","75.85","59.87","25.99","513.4","285.84","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","513.4","333.4","180","32.39","0.15","0.18","-0.03","513.4","14.05","499.35","313.19","0.15","0.01","0.13","0.68","11.71","9.84","2.05","0.69","2.79","15.94","8.17","2.63","9.05","8.69","501.96","2.79","0.35","10.83","4.11","1.43","0.57","1.4","10.63","7.5","0.99","7.48","7.68","501.96","1.4","0","0","0","0","0","0","484.22","29.18","513.4","285.84","0","0","0","0","0","94.316323","5.683677","0"
"K55207CP6064","교보악사평생든든적격TDF2040자(주혼-재간접)ClassS","교보악사평생든든적격TDF2040자(주혼-재간접)","ClassS","2040","교보악사운용","1.95","10.56","21.71","25.6","35.35","42.73","48.65","72.61","","25.6","","","2020-01-02","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.68","11.36","10.68","1.96","0.68","2.86","16.57","7.91","2.71","8.61","8.51","0","2.86","0.34","10.79","3.91","1.38","0.54","1.35","10.6","7.66","0.89","7.14","8.24","0","1.35","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"K55207CP6072","교보악사평생든든적격TDF2040자(주혼-재간접)ClassS-P","교보악사평생든든적격TDF2040자(주혼-재간접)","ClassS-P","2040","교보악사운용","2.31","11.29","22.13","26.64","36.47","43.91","52.31","76.54","60.9","26.11","","","2019-10-04","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0","0.06","-0.06","-0.07","0","0","0","0","0.06","-0.06","-0.08","0","0","0","0.68","11.7","10.02","2.05","0.69","2.8","16.03","8.17","2.65","9.02","8.71","0","2.8","0.36","10.83","4.24","1.43","0.57","1.41","10.73","7.5","1.01","7.47","7.69","0","1.41","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"K55207CP6353","교보악사평생든든적격TDF2045자(주혼-재간접)ClassAe","교보악사평생든든적격TDF2045자(주혼-재간접)","ClassAe","2045","교보악사운용","2.43","11.71","22.62","27.36","37.9","45.75","54.84","79.97","","26.8","1.14","0.65","2022-06-02","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1.14","0.35","0.79","0.53","0","0","0","1.14","0","1.14","0.86","0","0","0","0.71","12.01","10.53","2.11","0.7","2.84","16.11","8.41","2.73","9.61","8.91","1.11","2.84","0.37","11.12","4.55","1.47","0.57","1.43","10.85","7.73","1.06","7.84","7.85","1.11","1.43","0","0","0","0","0","0","1.11","0.03","1.14","0.65","0","0","0","0","0","97.368421","2.631579","0"
"K55207CP6403","교보악사평생든든적격TDF2045자(주혼-재간접)ClassC-P(연금)","교보악사평생든든적격TDF2045자(주혼-재간접)","ClassC-P(연금)","2045","교보악사운용","2.43","11.68","22.54","27.19","37.62","45.35","53.94","78.19","64.67","26.66","0.19","0.1","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.19","0.12","0.07","0.01","0","0","0","0.19","0.08","0.11","0.04","0","0","0","0.7","12.01","10.26","2.12","0.7","2.81","15.98","8.42","2.69","9.64","8.88","0.18","2.81","0.36","11.12","4.22","1.47","0.57","1.4","10.62","7.74","1.02","7.88","7.81","0.18","1.4","0","0","0","0","0","0","0.18","0","0.19","0.1","0","0","0","0","0","94.736842","0","0"
"K55207CP6411","교보악사평생든든적격TDF2045자(주혼-재간접)ClassC-Pe(연금)","교보악사평생든든적격TDF2045자(주혼-재간접)","ClassC-Pe(연금)","2045","교보악사운용","2.43","11.7","22.61","27.33","37.86","45.69","54.74","79.68","67.11","26.78","3.3","1.72","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","3.3","2.33","0.97","-0.01","0","0","0","3.3","2.03","1.27","-0.22","0","0","0","0.71","12.01","10.5","2.11","0.7","2.83","16.09","8.41","2.72","9.61","8.9","3.08","2.83","0.37","11.12","4.5","1.47","0.57","1.43","10.82","7.73","1.05","7.85","7.84","3.08","1.43","0","0","0","0","0","0","3.2","0.08","3.3","1.72","0","0","0","0","0","96.969697","2.424242","0"
"K55207CP6429","교보악사평생든든적격TDF2045자(주혼-재간접)ClassC-R(퇴직연금)","교보악사평생든든적격TDF2045자(주혼-재간접)","ClassC-R(퇴직연금)","2045","교보악사운용","2.43","11.69","22.55","27.21","37.65","45.4","54.05","78.41","65.04","26.67","3.91","2.05","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","3.91","1.83","2.08","1.18","0","0","0","3.91","1.33","2.57","1.34","0","0","0","0.7","12.01","10.29","2.11","0.7","2.82","16","8.42","2.7","9.64","8.88","3.66","2.82","0.36","11.12","4.26","1.47","0.57","1.41","10.65","7.74","1.02","7.87","7.82","3.66","1.41","0","0","0","0","0","0","3.79","0.09","3.91","2.05","0","0","0","0","0","96.930946","2.30179","0"
