"FundCode","FundName","ProductName","ClassName","Vintage","Manager","OneWeek","OneMonth","ThreeMonth","SixMonth","NineMonth","OneYear","TwoYear","ThreeYear","FiveYear","YTD","NetAssets","FundAssets","InceptionDate","MajorType","MinorType","BM","Flow1YAssetsCurrent","Flow1YAssetsCompare","Flow1YAssetsChange","Flow1YCashFlow","Flow1YShareCurrent","Flow1YShareCompare","Flow1YShareChange","Flow3YAssetsCurrent","Flow3YAssetsCompare","Flow3YAssetsChange","Flow3YCashFlow","Flow3YShareCurrent","Flow3YShareCompare","Flow3YShareChange","Risk1YMeanReturn","Risk1YStdDev","Risk1YAlpha","Risk1YBeta","Risk1YRSquare","Risk1YSharpe","Risk1YTreynor","Risk1YResidualRisk","Risk1YIR","Risk1YDownsideDev","Risk1YUpsideDev","Risk1YRiskNetAssets","Risk1YModifiedSharpe","Risk3YMeanReturn","Risk3YStdDev","Risk3YAlpha","Risk3YBeta","Risk3YRSquare","Risk3YSharpe","Risk3YTreynor","Risk3YResidualRisk","Risk3YIR","Risk3YDownsideDev","Risk3YUpsideDev","Risk3YRiskNetAssets","Risk3YModifiedSharpe","AllocationEquity","AllocationBond","AllocationFuturesLong","AllocationFuturesShort","AllocationOptionsLong","AllocationOptionsShort","AllocationFundSecurities","AllocationLiquidity","AllocationNetAssets","AllocationFundAssets","AllocationETF","AllocationEquityPct","AllocationBondPct","AllocationFuturesLongPct","AllocationFuturesShortPct","AllocationFundSecuritiesPct","AllocationLiquidityPct","AllocationETFPct"
"K55301BT3022","미래에셋ETF로자산배분적격TDF2035자(채혼-재간접)종류C-P2e","미래에셋ETF로자산배분적격TDF2035자(채혼-재간접)","종류C-P2e","2035","미래에셋운용","1.35","4.9","10.13","12.22","19.39","25.21","33.06","51.31","40.86","12.05","942.83","542.96","2017-08-07","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","942.83","456.33","486.5","322.72","0.27","0.24","0.02","942.83","239.07","703.76","486.81","0.27","0.21","0.05","0.43","8.95","1.49","1.62","0.74","2.18","12.05","5.41","1.55","6.15","5.27","936.4","2.18","0.26","10.04","-0.33","1.37","0.62","1.03","7.52","6.57","0.39","7.05","6.26","936.4","1.03","0","0","0","0","0","0","941.19","1.66","942.83","542.96","0","0","0","0","0","99.826056","0.176066","0"
"K55301BU6139","미래에셋전략배분적격TDF2035혼합자산자종류C-P2e","미래에셋전략배분적격TDF2035혼합자산자","종류C-P2e","2035","미래에셋운용","1.57","7.02","14.63","17.26","25.5","32.52","40.38","62.5","54.24","16.98","7600.53","3803.76","2017-09-20","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","7600.53","3946.17","3654.36","2038.62","2.17","2.12","0.05","7600.53","2585.96","5014.57","2804.45","2.17","2.32","-0.15","0.53","7.74","9.6","1.38","0.73","3.23","18.08","4.44","3.12","4.02","5.26","7545.18","3.23","0.31","8.54","3.43","1.2","0.65","1.49","10.61","5.17","0.97","5.57","4.99","7545.18","1.49","0","0","0","0","0","0","7489.84","124.3","7600.53","3803.76","0","0","0","0","0","98.543654","1.635412","0"
"K55105D34272","삼성글로벌EMPTDF2035자[주혼-파생재간접]_Cf","삼성글로벌EMPTDF2035자[주혼-파생재간접]","_Cf","2035","삼성운용","1.94","7.56","13.57","14.9","20.01","25.4","35.57","52.84","46.83","14.42","89.77","53.46","2020-05-18","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","89.77","71.59","18.18","0","0.03","0.04","-0.01","89.77","58.73","31.04","-0.32","0.03","0.05","-0.03","0.42","8.99","0.79","1.67","0.91","2.14","11.5","4.39","1.87","4.71","4.52","88.8","2.14","0.27","8.66","-0.15","1.4","0.93","1.22","7.54","3.35","0.88","3.31","3.44","88.8","1.22","0","0","0","0","0","0","87.69","2.08","89.77","53.46","0","0","0","0","0","97.682968","2.317032","0"
"K55105DX2032","삼성글로벌EMP적격TDF2035자[주혼-재간접]_O(디폴트옵션)","삼성글로벌EMP적격TDF2035자[주혼-재간접]","_O(디폴트옵션)","2035","삼성운용","1.96","7.64","13.7","15","20.15","25.59","35.71","53.07","","14.53","1781.58","1211.21","2022-12-06","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1781.58","1126.43","655.15","313.32","0.51","0.6","-0.1","1781.58","28.43","1753.14","1306.1","0.51","0.03","0.48","0.42","9.12","0.67","1.7","0.91","2.13","11.42","4.51","1.85","4.86","4.62","1766.56","2.13","0.27","8.83","-0.32","1.43","0.93","1.2","7.43","3.49","0.86","3.47","3.57","1766.56","1.2","0","0","0","0","0","0","1759.31","22.27","1781.58","1211.21","0","0","0","0","0","98.749986","1.250014","0"
"K55105BT9936","삼성글로벌액티브적격TDF2035H[주혼-재간접]_Cpe(퇴직연금)","삼성글로벌액티브적격TDF2035H[주혼-재간접]","_Cpe(퇴직연금)","2035","삼성운용","1.81","6.55","11.52","13.68","19.07","25.53","35.82","53.13","38.12","12.71","1500.61","822.39","2017-08-03","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1500.61","941.6","559","262.46","0.43","0.51","-0.08","1500.61","785.31","715.3","249.83","0.43","0.71","-0.28","0.43","9.66","0.44","1.75","0.75","2.06","11.38","6.05","1.45","6.67","5.99","1517.91","2.06","0.27","9.25","0.95","1.26","0.61","1.16","8.52","5.99","0.49","6.06","6","1517.91","1.16","0","0","0","0","0","0","1070.29","80.37","1500.61","822.39","404.51","0","0","0","0","71.323662","5.355822","26.956371"
"K55210BU2419","신한마음편한적격TDF2035[주혼-재간접](종류C-re)","신한마음편한적격TDF2035[주혼-재간접](","종류C-re)","2035","신한자산운용","1.83","7.35","12.48","17.32","25.45","32.45","41.31","62.64","56.08","16.83","2694.89","1396.8","2017-08-22","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","2694.89","1470.83","1224.06","641.62","0.77","0.79","-0.02","2694.89","830.44","1864.45","1064.87","0.77","0.75","0.02","0.53","7.81","9.8","1.34","0.67","3.16","18.46","4.79","2.83","4.13","5.72","2678.48","3.16","0.31","7.91","4.62","1.05","0.58","1.61","12.17","5.16","0.97","5.13","5.29","2678.48","1.61","211.24","0","0","0","0","0","1709.52","56.62","2694.89","1396.8","761.49","7.838539","0","0","0","63.435613","2.101013","28.256812"
"K55210D58329","신한빠른대응적격TDF2035자(H)[주혼-재간접](종류C-re)","신한빠른대응적격TDF2035자(H)[주혼-재간접](","종류C-re)","2035","신한자산운용","2.08","8.68","15.52","19.93","28.13","35.38","43.62","62.42","52.67","19.09","159.76","92.59","2020-06-10","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","159.76","36.29","123.47","95.91","0.05","0.02","0.03","159.76","13.94","145.81","113.58","0.05","0.01","0.03","0.57","10.62","6.78","1.82","0.67","2.55","14.86","7.26","2.19","7.35","7.83","155.23","2.55","0.3","9.99","2.29","1.34","0.59","1.27","9.47","6.69","0.73","6.59","6.87","155.23","1.27","0","0","0","0","0","0","157.64","2.96","159.76","92.59","0","0","0","0","0","98.67301","1.852779","0"
"K55234DF2459","IBK로우코스트적격TDF2035자[채혼-재간접]종류C-Re","IBK로우코스트적격TDF2035자[채혼-재간접]","종류C-Re","2035","아이비케이운용","0.98","4.17","5.72","7.53","14.16","19.68","28.84","45.06","45.31","8.18","140.83","97.98","2021-04-07","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","140.83","55.41","85.42","68.66","0.04","0.03","0.01","140.83","5.67","135.16","116.05","0.04","0.01","0.04","0.33","5.33","5.23","0.85","0.68","2.75","17.15","3.12","1.17","2.98","3.36","138.18","2.75","0.24","6.36","1.9","0.93","0.76","1.42","9.69","3.15","0.44","3.05","3.28","138.18","1.42","0","0","0","0","0","0","138.23","2.35","140.83","97.98","0","0","0","0","0","98.153802","1.668679","0"
"K55107D40705","우리다같이적격TDF2035(혼합-재간접)ClassC-Pe","우리다같이적격TDF2035(혼합-재간접)","ClassC-Pe","2035","우리운용","1.32","6.45","12.94","15.25","21.13","27.65","39.58","56.21","46.57","15.01","512.83","326.91","2020-09-24","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","512.83","193.42","319.41","218.81","0.15","0.1","0.04","512.83","15.11","497.71","390.59","0.15","0.01","0.13","0.47","7.84","6.97","1.31","0.64","2.76","16.44","4.94","2.12","5.06","5.27","513.43","2.76","0.28","8.09","3.7","1.02","0.52","1.44","11.38","5.58","0.69","5.7","5.57","513.43","1.44","2.99","0","0","6.65","0","0","282.7","17.58","512.83","326.91","371.81","0.583039","0","0","1.296726","55.12548","3.428037","72.501609"
"K55206C95974","키움키워드림적격TDF2035 1[주혼-재간접]C-P2e(퇴직연금)","키움키워드림적격TDF2035 1[주혼-재간접]","C-P2e(퇴직연금)","2035","키움투자운용","1.51","9.97","16.29","17.83","24.29","30.42","38.59","58.98","46.01","17.61","397.85","219.9","2018-08-16","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","397.85","342.18","55.67","-41.42","0.11","0.18","-0.07","397.85","302.1","95.75","-66.13","0.11","0.27","-0.16","0.51","9.74","5.62","1.63","0.64","2.44","14.57","6.59","1.92","5.71","7.58","395.4","2.44","0.29","9.18","2.77","1.21","0.57","1.32","10.05","6.15","0.71","6.1","6.27","395.4","1.32","0","0","0","2.34","0","0","171.22","12.16","397.85","219.9","300.41","0","0","0","0.588161","43.03632","3.056428","75.508357"
"K55101BT4428","한국투자적격TDF알아서2035(주혼-재간접)(C-Re)","한국투자적격TDF알아서2035(주혼-재간접)","(C-Re)","2035","한국투자신탁운용","1.85","8.15","15.38","17.92","23.45","28.39","35.7","56.69","39.44","18.23","1047.14","548.48","2017-08-03","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1047.14","759.89","287.25","63.57","0.3","0.41","-0.11","1047.14","668.78","378.36","14.08","0.3","0.6","-0.3","0.47","9.98","2.89","1.69","0.65","2.17","12.84","6.76","1.56","6.82","7.11","1036.7","2.17","0.28","9","1.88","1.25","0.63","1.28","9.26","5.64","0.67","5.44","5.9","1036.7","1.28","0","0","0","0","0","0","620.7","34.37","1047.14","548.48","408.98","0","0","0","0","59.275742","3.282274","39.05686"
"K55101DX8488","한국투자적격TDF알아서ETF포커스2035(주혼-재간접)(C-Re)","한국투자적격TDF알아서ETF포커스2035(주혼-재간접)","(C-Re)","2035","한국투자신탁운용","2.26","8.09","15.05","16.17","22.77","29.09","42.59","67.47","","16.39","677.77","389.98","2022-11-02","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","677.77","336.53","341.25","209.62","0.19","0.18","0.01","677.77","8.07","669.7","528.77","0.19","0.01","0.19","0.47","8.17","8.64","1.19","0.48","2.68","18.38","5.93","1.82","5.83","6.39","669.25","2.68","0.33","7.45","7.09","0.86","0.43","1.84","16.05","5.66","1.05","5.75","5.74","669.25","1.84","0","0","0","0","0","0","90.87","13.15","677.77","389.98","579.92","0","0","0","0","13.407203","1.940186","85.562949"
"K55213C51718","한화LIFEPLUS적격TDF2035(주혼-재간접)C-RPE(퇴직연금)","한화LIFEPLUS적격TDF2035(주혼-재간접)","C-RPE(퇴직연금)","2035","한화운용","1.36","6.1","11.84","16.01","25.68","33.25","43.09","63.96","57.25","16.06","1078.36","540.79","2018-05-24","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1078.36","193.91","884.45","723.75","0.31","0.1","0.2","1078.36","96.55","981.81","794.67","0.31","0.09","0.22","0.54","6.99","12.46","1.16","0.62","3.63","21.9","4.35","3.27","4.34","5.01","1069.58","3.63","0.31","7.91","5.03","1.04","0.57","1.65","12.61","5.21","1.02","5.79","4.93","1069.58","1.65","0","0","0","0","0","0","912.56","43.97","1078.36","540.79","153.42","0","0","0","0","84.624801","4.077488","14.22716"
"K55240DO4589","BNK든든한적격TDF2040(주혼-재간접)ClassC-F","BNK든든한적격TDF2040(주혼-재간접)","ClassC-F","2040","BNK자산운용","0.3","2.14","3.63","6.81","10.1","15.33","21.04","35.78","","5.98","58.37","50","2021-11-08","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","58.37","50.61","7.76","0","0.02","0.03","-0.01","58.37","42.99","15.38","0","0.02","0.04","-0.02","0.28","8.1","-4.03","1.45","0.84","1.48","8.25","3.96","0.24","4.63","3.47","58.35","1.48","0.2","9.13","-3.81","1.41","0.85","0.77","4.95","4.35","-0.15","4.36","4.37","58.35","0.77","0","0","0","0","0","0","58.87","1.39","58.37","50","0","0","0","0","0","100.856604","2.38136","0"
"K55223DX5248","KBRISE적격TDF2040액티브상장지수(주혼-재간접)","KBRISE적격TDF2040액티브상장지수(주혼-재간접)","","2040","KB운용","2.35","8.92","16.42","18.49","29.47","37.38","48.65","72.63","","19.19","426.72","240","2022-09-20","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","426.72","84.82","341.9","272.07","0.12","0.05","0.08","426.72","51.93","374.8","292.13","0.12","0.05","0.08","0.59","8.04","14.72","1.18","0.49","3.47","23.56","5.79","2.9","5.43","6.65","404.45","3.47","0.34","8.69","7.07","0.98","0.41","1.68","15","6.65","1.04","7.23","6.39","404.45","1.68","0","0","0","0","0","0","70.48","11.9","426.72","240","352.31","0","0","0","0","16.516685","2.788714","82.562336"
"K55223DX3631","KB다이나믹적격TDF2040자(주혼-재간접)O-퇴직","KB다이나믹적격TDF2040자(주혼-재간접)","O-퇴직","2040","KB운용","2.58","12.32","24.72","27.81","38.3","47.04","58.39","85.46","","27.98","2358.76","1250.8","2023-01-04","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","2358.76","1258.83","1099.93","388.92","0.67","0.68","0","2358.76","27.71","2331.05","1497.11","0.67","0.02","0.65","0.72","11.56","12.4","1.99","0.68","2.99","17.35","8.11","2.89","6.69","9.93","2322.25","2.99","0.39","10.78","5.83","1.42","0.57","1.56","11.86","7.45","1.22","7.04","7.98","2322.25","1.56","0","0","0","0","0","0","2354.16","0.82","2358.76","1250.8","0","0","0","0","0","99.804982","0.034764","0"
"K55223BT1450","KB온국민적격TDF2040자(주혼-재간접)(H)C-퇴직e","KB온국민적격TDF2040자(주혼-재간접)(H)","C-퇴직e","2040","KB운용","2.46","10.08","20.87","22.37","30.27","37.34","48.46","72.13","60.32","22.31","1608.95","800.73","2017-07-26","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1608.95","1061.54","547.41","122.59","0.46","0.57","-0.11","1608.95","689.98","918.98","288.06","0.46","0.62","-0.16","0.59","10.45","7.55","1.83","0.7","2.67","15.26","6.98","2.4","6.39","7.97","1587.52","2.67","0.34","9.75","4.35","1.3","0.59","1.48","11.1","6.5","1.03","6.21","6.88","1587.52","1.48","0","0","0","0","0","0","1614.94","0.98","1608.95","800.73","0","0","0","0","0","100.372292","0.060909","0"
"K55365DA5151","KCGI프리덤적격TDF2040자[주혼-재간접]종류C-Pe2","KCGI프리덤적격TDF2040자[주혼-재간접]","종류C-Pe2","2040","KCGI운용","3.35","11.92","24.07","29.91","40.41","49.95","55.11","81.32","75.03","30.84","1048.2","567.44","2020-12-09","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1048.2","303.68","744.51","501.26","0.3","0.16","0.14","1048.2","13.74","1034.46","797.17","0.3","0.01","0.29","0.74","10.68","19.03","1.52","0.46","3.37","23.63","8.22","3.02","6.62","10.02","1001.84","3.37","0.37","10.09","7.08","1.14","0.42","1.58","13.96","7.73","1.06","7.61","7.99","1001.84","1.58","0","0","0","0","0","0","1041.99","7.18","1048.2","567.44","0","0","0","0","0","99.407556","0.684984","0"
"K55232CI4067","NH-Amundi하나로적격TDF2040[주혼-재간접]ClassC-P2e(퇴직연금)","NH-Amundi하나로적격TDF2040[주혼-재간접]","ClassC-P2e(퇴직연금)","2040","NH-Amundi운용","1.88","7.13","11.44","14.25","22.24","29.39","40.75","67.77","68.98","14.06","1270.7","649.59","2019-06-11","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1270.7","302.33","968.37","756.09","0.36","0.16","0.2","1270.7","56.39","1214.32","970.07","0.36","0.05","0.31","0.48","8.7","5.14","1.54","0.71","2.56","14.46","5.32","2.1","5.21","5.79","1260.04","2.56","0.32","8.91","4.31","1.21","0.6","1.53","11.32","5.73","1.03","6.15","5.58","1260.04","1.53","0","0","0","0","0","0","982.84","110.75","1270.7","649.59","193.32","0","0","0","0","77.346345","8.715669","15.213662"
"K55207CP6031","교보악사평생든든적격TDF2040자(주혼-재간접)ClassC-Re(퇴직연금)","교보악사평생든든적격TDF2040자(주혼-재간접)","ClassC-Re(퇴직연금)","2040","교보악사운용","2.31","11.27","22.07","26.49","36.27","43.66","51.88","75.85","59.87","25.99","513.4","285.84","2019-05-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","513.4","333.4","180","32.39","0.15","0.18","-0.03","513.4","14.05","499.35","313.19","0.15","0.01","0.13","0.68","11.71","9.84","2.05","0.69","2.79","15.94","8.17","2.63","9.05","8.69","501.96","2.79","0.35","10.83","4.11","1.43","0.57","1.4","10.63","7.5","0.99","7.48","7.68","501.96","1.4","0","0","0","0","0","0","484.22","29.18","513.4","285.84","0","0","0","0","0","94.316323","5.683677","0"
"K55301BT4251","미래에셋ETF로자산배분적격TDF2040자 1(주혼-재간접)종류C-P2e","미래에셋ETF로자산배분적격TDF2040자 1(주혼-재간접)","종류C-P2e","2040","미래에셋운용","2.03","7.45","16.12","18.53","27.42","34.51","43.5","66.32","55.3","18.33","753.9","388.52","2017-08-11","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","753.9","369.13","384.77","217.74","0.22","0.2","0.02","753.9","205.16","548.74","326.7","0.22","0.18","0.03","0.56","11.5","3.05","2.09","0.75","2.29","12.59","7.75","1.96","8.8","7.77","742.31","2.29","0.32","11.86","0.66","1.63","0.62","1.12","8.16","8.15","0.68","8.9","7.71","742.31","1.12","0","0","0","0","0","0","751.97","1.95","753.9","388.52","0","0","0","0","0","99.743998","0.258655","0"
"K55301BM5966","미래에셋ETF로자산배분적격TDF2040자2(주혼-재간접)종류C-P","미래에셋ETF로자산배분적격TDF2040자2(주혼-재간접)","종류C-P","2040","미래에셋운용","2.02","7.42","16","18.32","27.08","34.02","42.49","64.58","52.7","18.15","5.4","2.77","2011-06-20","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","5.4","4.19","1.2","-0.19","0","0","0","5.4","3.3","2.1","-0.08","0","0","0","0.55","11.48","2.72","2.09","0.75","2.26","12.44","7.73","1.92","8.82","7.71","5.32","2.26","0.31","11.85","0.33","1.63","0.62","1.09","7.96","8.13","0.64","8.92","7.66","5.32","1.09","0","0","0","0","0","0","5.37","0.03","5.4","2.77","0","0","0","0","0","99.444444","0.555556","0"
"K55301BU6253","미래에셋전략배분적격TDF2040혼합자산자종류C-P2e","미래에셋전략배분적격TDF2040혼합자산자","종류C-P2e","2040","미래에셋운용","1.91","8.14","16.57","19.05","28.65","36.73","45.87","71.02","61.13","18.78","7979.66","3591.42","2017-08-17","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","7979.66","3696.56","4283.1","2466.19","2.28","1.98","0.29","7979.66","2379.05","5600.61","3170.9","2.28","2.14","0.14","0.59","8.87","10.04","1.6","0.74","3.14","17.41","5.37","3.11","4.54","6.56","7893.52","3.14","0.34","9.65","3.81","1.36","0.66","1.49","10.55","6.03","1.1","6.29","5.99","7893.52","1.49","0","0","0","0","0","0","7837.2","163.86","7979.66","3591.42","0","0","0","0","0","98.214711","2.053471","0"
"K55105DT5361","삼성KODEX적격TDF2040액티브상장지수[주혼-재간접]","삼성KODEX적격TDF2040액티브상장지수[주혼-재간접]","","2040","삼성운용","1.66","6.54","10.77","12.27","19.64","26.54","39.85","64.81","","12.99","1672.84","985","2022-06-28","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1672.84","401.62","1271.23","1043.79","0.48","0.22","0.26","1672.84","59.41","1613.43","1357.89","0.48","0.05","0.42","0.43","6.72","7.95","1.06","0.65","2.92","18.53","3.97","2.17","4.59","4.01","1624.44","2.92","0.31","7.55","4.88","1.08","0.73","1.75","12.15","3.97","1.39","3.88","4.18","1624.44","1.75","0","0","0","0","0","0","1028.57","31.14","1672.84","985","624.91","0","0","0","0","61.486454","1.861505","37.356233"
"K55105D42549","삼성글로벌EMPTDF2040자[주혼-파생재간접]_Cf","삼성글로벌EMPTDF2040자[주혼-파생재간접]","_Cf","2040","삼성운용","2.09","8.15","14.72","16.05","21.47","27.2","38.02","56.85","49.77","15.57","93.27","53.47","2020-05-18","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","93.27","73.32","19.95","0","0.03","0.04","-0.01","93.27","59.46","33.81","-0.35","0.03","0.05","-0.03","0.45","9.47","1.18","1.76","0.91","2.18","11.7","4.84","1.98","5.28","4.98","92.18","2.18","0.28","9.19","0.01","1.49","0.93","1.24","7.66","3.8","1","3.77","3.89","92.18","1.24","0","0","0","0","0","0","91.24","2.02","93.27","53.47","0","0","0","0","0","97.823523","2.165755","0"
"K55105DX0762","삼성글로벌EMP적격TDF2040자[주혼-재간접]_O(디폴트옵션)","삼성글로벌EMP적격TDF2040자[주혼-재간접]","_O(디폴트옵션)","2040","삼성운용","2.1","8.21","14.81","16.09","21.53","27.29","37.98","56.81","","15.63","408.76","267.82","2022-12-12","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","408.76","197.83","210.93","131.56","0.12","0.11","0.01","408.76","15.41","393.35","297.63","0.12","0.01","0.1","0.45","9.58","1.02","1.78","0.91","2.16","11.6","4.94","1.95","5.41","5.06","401.43","2.16","0.28","9.34","-0.2","1.52","0.93","1.22","7.52","3.93","0.96","3.94","4","401.43","1.22","0","0","0","0","0","0","403.03","5.73","408.76","267.82","0","0","0","0","0","98.598199","1.401801","0"
"K55105BC8457","삼성글로벌액티브적격TDF2040H[주혼-재간접]_Cp(퇴직연금)","삼성글로벌액티브적격TDF2040H[주혼-재간접]","_Cp(퇴직연금)","2040","삼성운용","2.11","7.33","14.12","15.61","21.4","28.19","38.12","55.47","38.09","14.58","1719","823.16","2016-04-21","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1719","1386.77","332.23","-53","0.49","0.74","-0.25","1719","1202.05","516.95","-120.63","0.49","1.08","-0.59","0.47","10.93","-0.05","1.97","0.74","2","11.11","7.26","1.48","7.62","7.41","1702.12","2","0.28","9.97","0.69","1.35","0.6","1.12","8.27","6.6","0.51","6.66","6.63","1702.12","1.12","0","0","0","0","0","0","1160.68","100.51","1719","823.16","514.65","0","0","0","0","67.520652","5.847004","29.938918"
"K55209DE4697","신영적격TDF2040(주혼-재간접)C-P2형","신영적격TDF2040(주혼-재간접)","C-P2형","2040","신영운용","0.98","5.86","7.38","12.83","18.6","24.03","34.13","51.35","57.57","11.91","124.09","76.45","2021-02-18","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","124.09","86.82","37.27","14.91","0.04","0.05","-0.01","124.09","59.73","64.36","28.17","0.04","0.05","-0.02","0.4","7.64","1.93","1.46","0.84","2.39","12.45","3.8","1.87","3.14","4.47","126.17","2.39","0.26","8.24","0.04","1.33","0.86","1.26","7.79","3.62","0.72","3.44","3.82","126.17","1.26","0","0","0","74.42","0","0","119.96","6.35","124.09","76.45","0","0","0","0","59.972601","96.67177","5.117254","0"
"K55210BU2435","신한마음편한적격TDF2040[주혼-재간접](종류C-re)","신한마음편한적격TDF2040[주혼-재간접](","종류C-re)","2040","신한자산운용","1.89","7.66","13.33","18.56","28.1","36.02","45.81","70.14","63.53","18.03","1647.06","809.97","2017-08-22","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1647.06","721.38","925.68","566.39","0.47","0.39","0.08","1647.06","430.56","1216.51","738.05","0.47","0.39","0.08","0.58","8.38","11.09","1.46","0.69","3.26","18.73","5.16","3.14","4.36","6.32","1632.62","3.26","0.33","8.68","5.19","1.16","0.59","1.64","12.21","5.61","1.15","5.58","5.8","1632.62","1.64","128.82","0","0","0","0","0","1118.52","31.56","1647.06","809.97","389.69","7.821209","0","0","0","67.910094","1.916141","23.659733"
"K55210D57370","신한빠른대응적격TDF2040자(H)[주혼-재간접](종류C-re)","신한빠른대응적격TDF2040자(H)[주혼-재간접](","종류C-re)","2040","신한자산운용","2.18","9.25","16.53","20.83","29.79","37.65","46.33","66.6","56.11","19.95","278.83","154.26","2020-06-10","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","278.83","117.73","161.09","101.96","0.08","0.06","0.02","278.83","60.25","218.58","140.09","0.08","0.05","0.03","0.6","11.36","6.74","1.97","0.69","2.53","14.55","7.88","2.23","8.27","8.36","260.82","2.53","0.32","10.7","2.29","1.44","0.6","1.26","9.34","7.24","0.79","7.27","7.33","260.82","1.26","0","0","0","0","0","0","275.19","5.31","278.83","154.26","0","0","0","0","0","98.694545","1.904386","0"
"K55234DF2822","IBK로우코스트적격TDF2040자[주혼-재간접]종류C-Re","IBK로우코스트적격TDF2040자[주혼-재간접]","종류C-Re","2040","아이비케이운용","1.21","5.07","7.21","9.31","17.2","23.64","34.11","53.95","56.65","10.03","409.19","265.68","2021-04-06","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","409.19","197.33","211.86","146.94","0.12","0.11","0.01","409.19","6.54","402.65","330.04","0.12","0.01","0.11","0.39","6.02","8.37","0.84","0.44","2.95","21.06","4.55","1.45","4.48","4.82","409.43","2.95","0.27","7.11","4.49","0.83","0.45","1.54","13.15","5.35","0.6","5.76","5.06","409.43","1.54","0","0","0","0","0","0","399.74","8.66","409.19","265.68","0","0","0","0","0","97.690559","2.116376","0"
"K55107D40440","우리다같이적격TDF2040(혼합-재간접)ClassC-Pe","우리다같이적격TDF2040(혼합-재간접)","ClassC-Pe","2040","우리운용","1.34","6.87","13.72","16.22","23.64","31.59","43.97","63.28","52.46","16.1","212.97","127.62","2020-09-24","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","212.97","59.24","153.72","114.54","0.06","0.03","0.03","212.97","14.24","198.72","153.08","0.06","0.01","0.05","0.53","8.4","8.99","1.41","0.64","2.95","17.49","5.38","2.53","5.17","6.05","211.94","2.95","0.31","8.84","4.32","1.13","0.54","1.48","11.59","6.07","0.88","6.09","6.17","211.94","1.48","0.93","0","0","2.27","0","0","134.85","9.21","212.97","127.62","123.52","0.436681","0","0","1.065878","63.318777","4.324553","57.998779"
